reviewId,asin,source,date,rating,verified_purchase,helpful_votes,author,title,body,format,star_filter
R2FY21S2YQ3DDV,0692901159,apify,2020-11-26,5,True,2,Diane M.,It's complicated but informative,"You might have to be a scientist to understand all of it. It's a whole lot of details and some of what he says and the way he says it may scare you but I think that's how he gets your attention to take ckd do seriously. I wish he went more in depth about real foods and what foods to eat to quit racing towards death. Something easier to understand for a person already feeling overwhelmed with having to deal with this ""science project"" in order to stay alive.",Format: Paperback,five_star
R1N7JK69R5EFTL,0692901159,apify,2020-11-19,1,True,3,DB,Not what I needed,Some of the information is outdated,Format: Paperback,one_star
R889JAMQSFML0,0692901159,apify,2020-11-12,5,True,8,BJL,BEST KIDNEY BOOK ON THE MARKET - A MUST READ IF YOU HAVE CKD OR WANT TO PREVENT IT,"Being a very scientific and analytical person, I enjoy reading medical journals and professional articles. I tend to question everything a medical professional prescribes to me and my family. This book is a dream come true for me since there are hundreds of references to medical articles, charts and graphs. By far, author Lee Hull saved me thousands of hours of research. In this book you'll learn: Factors and foods that increase the speed of kidney disease progression Factors and foods that slow down the progression of kidney disease Please note that although the book utilizes scientific data, it is written in layman's language. Very easy to read and understand. It is now a permanent part of my home library and I plan to refer to it over and over. I highly recommend this book even if you own other kidney disease books and cookbooks. Thank you, Lee Hull, for writing this book that will benefit many kidney patients.",Format: Paperback,five_star
R12DNTTV4W13OH,0692901159,apify,2020-11-11,1,True,13,J. Porter,Useless for a beginner,"As newly diagnosed with stage two CKD I found Mr. Hull's book overwhelming, confusing, and useless. The author shows no evidence of a science background. His is finance. His strong Limit of Liability/Disclaimer of Medical Advice had my antennae quivering before I threw the book out.",Format: Paperback,one_star
RNO2IGUU87U51,0692901159,apify,2020-10-25,5,True,0,Eric McGrath,Nice read,It was better than my doctor,Format: Paperback,five_star
R1JPMQPVS7TAX8,0692901159,apify,2020-10-22,4,True,2,SK,Encouraging!,I downloaded the kindle version and read it every night before bed. I really liked how authentic the author was. The studies helped validate any questions. The book got me excited to start working on my diet and other areas to improve my health. I enjoyed it so much I even sent a copy to my cousin for her to start now. Thank you!,,four_star
R3H548DL87W6KG,0692901159,apify,2020-10-21,5,True,4,D. M. Kimura,The must-read book for anyone with all stages of kidney disease,"Lee Hull did all of the heavy lifting in sourcing the research and becoming a human guinea pig in what worked for him. For anyone like me who received an elevated creatinine test result, the book is best resource for understanding the cause and effect of what helps and damages your kidneys. My creatinine levels have dropped and I am asymptomatic after 3 months. He provides guidance, resources, but mostly a shift giving the patient control over how they want to maintain or improve their kidney function.",,five_star
R3A4ZZO3FNKGG9,0692901159,apify,2020-10-16,5,True,4,Susan,Literally A Lifesaver,"I want to add my praise to Lee Hull for writing this book. When I was diagnosed with Stage 3 kidney disease, my nephrologist told me just to eat a healthy diet and then we would monitor my progression periodically. That was no advice at all. His office offered no referrals to dietitians or to kidney diets. When I asked for my latest blood work, I was even quizzed as to why. Since then, I have had to research on my own and learn to read my own blood work. Lee Hull’s book offers scientific advice on his similar struggle. I highly recommend it. It has saved my sanity and will possibly save my life!",Format: Paperback,five_star
R3P4UFCXL7Q8QE,0692901159,apify,2020-10-14,5,True,3,University Doc,interesting and informative! Highly recommend for other CKD patients....,"This is an interesting and informative book! Great book for those with Chronic Kidney Disease and those who care/cook for them. Highly recommend for other CKD patients. Dialysis and transplant are not the only options available even though Nephologists want you to think so. This book delves into the third alternative, a change in diet and nutrition can help delay or stop progression of kidney disease. The author and fellow patient with CKD does and excellent job of research and presenting the information. His writing is backed up by thorough research and medical studies. Low protein diets have been proven to halt or delay the need for dialysis and/or transplant. Dr. Mackenzie Walzer of John Hopkins University and one of his patients Tim Alstrom showed this. Here, Hull, another patient of Dr. Walzer's shows the same success with low protein diets. If you have chronic kidney disease, you have to read and practice what is in this book. I have already done began my treatment plan using this book as a guideline.",Format: Paperback,five_star
R1ZWA5FR9RIPUE,0692901159,apify,2020-10-13,5,True,29,skunktrain,Such a Godsend!,"I had a severe kidney infection when I was a kid (blood in urine, etc) but recovered. Ever since then, I've felt my kidneys were ""delicate"" but no doctor ever mentioned anything. I'm always told my kidney values are normal and nothing more. Last week I got a message from my doctor that my kidney labs were ""a little low"" and that I needed to do more tests, including an ultrasound. AND, that it was urgent that I get tested immediately! No other information was given and of course, I couldn't actually talk to the doctor to get more details. I was in a panic! I didn't know if my numbers were just a tiny bit off or if I was headed for dialysis. Because too many doctors don't tell you ANYTHING. I cannot say how much comfort this book has given me over this long week of stress and worry. I know that even *if* I have kidney disease, there is something I can DO ABOUT IT. I already have started to follow the recommended diet and my blood pressure readings are now lower than they have been in a long time and some mild edema in my ankles (that I've had consistently for over 15 years) has faded. I finally heard from my doctor's office: Not all the results of the new tests have come back (but the ultrasound is normal). However, the original tests that triggered all of this say that my BUN is normal, creatinine is slightly elevated, and GFR is 52. (Which would be Stage 3a kidney disease, meaning mild to moderate.) However, GFR readings are just a ""snapshot"" of the status of your kidneys, so I am not officially in Stage 3 until more time has passed. I have confidence that if I continue to follow the advice in this book that my GFR will improve and hopefully I can avoid being diagnosed with kidney disease completely. But even if I do have this disease, I feel more hope and confidence now. I believe that by following this book, I can protect my kidneys and prevent a hasty decline. If I don't have kidney disease, then I know what I need to do to take the strain and stress off of my delicate kidneys and maybe I'll never get this disease. Thank you so much, Lee Hull, for this book. God bless you. It has given so many of us hope and education.",,five_star
R381ALJG5MVKW1,0692901159,apify,2020-10-07,5,True,10,RSP,LIFESAVER!!!,The size and font are great! My Mom is like a student in school again! She had NOTHING up in her area. She was so depressed and helpless. This book has saved her life!!! It is phenomenal!! Please please please get this for the people who are struggling in your life with diabetes and kidney failure. And thanks to everyone who took the time to do a review!!!,Format: Paperback,five_star
R9RLMNC2O77B7,0692901159,apify,2020-09-26,5,True,1,nASHVILLE NURSE,Very informative and written by someone who “understands “,Excellent. Very informative. As a nurse I appreciate all of his references to various studies. As a patient I appreciate his personal reflections and encouragement,Format: Paperback,five_star
RVJWRHITORBJV,0692901159,apify,2020-09-20,5,True,5,john,Great book and information if you act on the advice.,This is the second book I have read on kidney disease and how to treat it and this is probably the best one I have found although the other book was good too. I was in stage 2 and had a GFR of 70 and a creatinine level of 1.30 and was falling fast when i first read this book. After about 3 weeks of following most of the advice in the book I had my blood work done and my GFR was at 104 and my creatinine had fallen to a .93. Needless to say I was pretty shocked because my GFR had been falling pretty quick on the previous 3 tests. I still have protein in my urine but I believe I may be greatly slowing my disease progression down by following the advice in this book.,Format: Kindle,five_star
R1YO5COM2U4XR0,0692901159,apify,2020-09-18,1,True,0,C. Hobbins,DISSAPOINTED !,"Sorry but this book is over one hundred pages of ok facts and figures that take hours and hours to plough through.... thoroughly researched ? Yes !.... but the reader anxious to find a dietary list a diet or a recipe will be bitterly disappointed.... unless of course they are a numbers geeks......I’m not..... It is a book that has excellent potential at first sight, but it could be cut down by over 80 per cent ..... I can recommend it fully as an aid to exercise.... carry it over your head... or....swing it around in a bag for a while. To summarise..... an extremely well researched book by a dedicated and knowledgeable author.... but, for the, ordinary guy or lass, it is a heavy tome filled with graphs, lists, more lists and check lists..... I wish I had spent my money on recommended vegetables and fruits . CH",Format: Paperback,one_star
R2WCJYZ3KVYEZH,0692901159,apify,2020-08-29,3,True,4,Bev,Confusing and Too Technical,It reads like a medical book. Lots of studies that just make the book not very user friendly. I sent it back.,Format: Paperback,three_star
R1EVQ2228WA3MH,0692901159,apify,2020-08-18,3,True,4,Patricia,Not user friendly,This would be a helpful and great resource if you have a medical degree. The end of chapter summaries are helpful but it’s not a book I would recommend,Format: Paperback,three_star
R1BTG61KYRCPU6,0692901159,apify,2020-07-31,5,True,2,Carol A Hunt,If you have Kidney Disease this book is a must,All I can say is WOW tons of information and back up documentation. Lee did a great job with this book the best one I've read to date.,Format: Paperback,five_star
R3R9IAOATO57PC,0692901159,apify,2020-07-26,5,True,2,Rueben Woods,So details,retains a lots of knowledge,Format: Paperback,five_star
RNIO5YETW9Q7E,0692901159,apify,2020-07-02,5,True,2,Di,Understanding the functioning of the kidneys & preserving them.,The book is knowledge on preserving the kidneys along with the cook book.,Format: Paperback,five_star
R32B06Y0E1SBHV,0692901159,apify,2020-04-26,3,False,16,Wayne Lusvardi,Who can argue with this book if the writer went into remission with kidney disease?,"Kidney patient and former investment advisor Lee Hull has written an ambitious book on his experience and research in stopping kidney disease. But the book is too long and technical and needed a good edit before publication. And despite my favorability toward the thrust of the book, it also deserves a constructive critique. First, Hull’s book is a challenge to Big Pharma and the technological paradigm for modern medical care. Hull, like myself and so many others, have gotten the run-around by the medical system when they discovered they had kidney disfunction. I bounced around over 30 years with over 25+ different kind of doctors with a syndrome of symptoms that the medical system never diagnosed. I finally had to abandon conventional medical care and seek assistance from naturopaths and functional medicine doctors. I had two heart attacks that occurred on hot days when I was dehydrated from exercise. When I had stents placed in arteries I told doctors I did not have high cholesterol as much as dehydration resulting in collapsed arteries. Ten years later I recognized that what I had was kidney-heart attacks. I was referred to a nephrologist who was entirely unhelpful and was seemingly waiting around for a high-tech and high cost fix of dialysis. Unfortunately, blood testing for kidney function is only for when the kidney is failing not for prevention or early detection. Hull does a lot toward plugging the gigantic hole of conventional medicine when it comes to prevention of kidney disfunction. Hull explains how the kidneys work and contributing factors to disease (e.g., low albumin, high renal acid, low protein, glycation, low phosphorous, killer calcium, low sodium, caloric and methionine reduction, anemia, high potassium, vitamin D and low magnesium). What this book shows is that a modern technological form of folk medicine offers more to people suffering with undiagnosed or diagnosed kidney disease than the conventional medical model. The strongest part of Hull’s book is that he recognizes that heart disease and kidney disease are often nearly one and the same. What Hull suggests is intriguing in that proteinuria (high protein in the urine) might be a better early marker for heart attack (myocardial infarctions) than troponin, an after-heart attack marker, (see page 91). All of the above said, the book deserves a constructive critique. Where I had trouble with Hull’s book, and almost all other health or medical advice books for that matter, is that patients typically present a syndrome or group of associated symptoms that occur together that a patient may view as separate (if genetic, known as Fabry Disease which is an enzyme deficiency not mentioned in Hull’s book). Back aches, fatigue, brain fog, dehydration, what seems like intolerance to all food, joint pain, gout, oxalates stones are typical. But telling doctors these symptoms early in the course of this disease will lead nowhere. Doctors only have markers for acute disease, not what appears as chronic disease. There is no billing code for the above-described syndrome. What this means is that using food or supplements for one symptom may not work for another. For example, Hull calls calcium a kidney killer as it leads to vascular calcification in his view. But apparently Hull has never had oxalate crystals or stones build up in his kidney and joints as his book does not even mention oxalate stones. What is counterintuitive is that calcium citrate needs to be ingested 20 minutes before eating to bind with oxalates in foods to remove them. Moreover, oxalate crystals can deposit in the rectum or intestinal tract leading to bleeding or leaky gut. So, avoiding calcium could promote stone formation. And taking one supplement, such as high doses of Vitamin C may actually increase oxalates. But Hull recommends higher doses of Vitamin C as an anti-oxidant (p. 144, 146). And he recommends to eat foods with low burnt charcoal or charred foods (called Advanced Glycation End Products or AGE). But, for example, cranberries might be low in AGE but are extremely high in oxalates. Hull is a former investment advisor. His 527-page book is organized like a stock or bond prospectus. What he might have done is organize foods and supplements into columns and cross classify them for glycation, oxalates, calcium, etc. Moreover, the book is way too long and intimidating for the average reader facing no real help from conventional medicine. Next time he writes a book he should hire a good editor. But who can argue with him if the contents of his book resulted in him going into remission as he states?",,three_star
R2ART9DESDJF4A,0692901159,apify,2020-04-16,5,True,1,Dan & Marie,I have learned sooooooo much,This food as medicine journey should have begun 20 years ago! I love to cook and am now part of the slow food movement. My life will increase by years. It is essential reading for any one with CKD,Format: Kindle,five_star
RA25U3O6Z4ZPB,0692901159,apify,2020-04-11,5,True,7,Amazon Customer,Great source of information,I believe in a plant based diet and follow it at around 85%. It’s good to know I’m on the right track. I’ve been stage 3 and now I’m stage 2. I’m planning to reread this and apply more principles with the goal of being stage 1.,Format: Kindle,five_star
RAOBNA6QEMH59,0692901159,apify,2020-03-28,5,True,0,Wendom D. Palmer,???,Very difficult to understand,Format: Paperback,five_star
R1DL7D0GE7EPZ4,0692901159,apify,2020-03-18,5,True,3,Joan,Very thorough--I recommend this book to others who are looking outside the box to avoid dialysis.,"The author gives a very intelligent, comprehensive, research-backed and methodical overview of pertinent renal failure research and studies. At first glance it is intimidating because I am neither a researcher nor a scientist! However, he continues to give cogent advice that is clearly based on knowledge and is, himself, a testimony to the hope he offers to all those who are facing renal failure and possible dialysis. He has done what the doctors say is unrealistic: avoided dialysis! As the mother of a miracle son who had to be on dialysis as a baby and has had two kidney transplants, I am now on the warpath to save my husband's renal function, I am grateful to the author and feel hopeful that, in going outside the box, we will beat the odds! Thank you so very much for this guidebook and for the knowledge that it CAN be done!",Format: Paperback,five_star
R1MTUVCJAQL0Q7,0692901159,apify,2020-02-23,5,True,3,Kindle Customer,Very scientific. Smart!,Lee brings hope to this kidney patient. I've tried a few changes with good results. It's not easy but dialysis will be much harder. Bravo to Lee for helping to bring all this data together in one book.,Format: Kindle,five_star
R251EDVS08BGTB,0692901159,apify,2020-02-12,5,True,2,Coro,Great Book,It's 500 pages but well worth reading. Probably the best I've read. I highly recommend this book.,Format: Paperback,five_star
R1BYOLH23VHYY0,0692901159,apify,2020-01-25,1,True,3,Dawn Zachary,"Not what I expected, disappointed","Not easy to read. Wanted a guide or advise on ""Stopping Kidney Disease. Not a bunch of mumbo jumbo.",Format: Paperback,one_star
R27NN775N954SU,0692901159,apify,2020-01-03,1,True,3,Kindle Customer,Don’t waste your money!,Not a good read!,Format: Paperback,one_star
RR30PENC2II4J,0692901159,apify,2019-12-10,5,True,2,T W F,MUST HAVE!!!!,This is a MUST HAVE book in your arsenal to help with CKD. It's a lot to get through but you can skim over much. If you have CKD this this book TODAY and the companion cook book. My numbers have improved just in the short time that I have owned this book and the cookbook.,Format: Paperback,five_star
R2QDLTQ7O9QXBQ,0692901159,apify,2019-12-05,5,True,6,Katherine J. Painter,Huge Book! 520 PAGES but absolutely worth money.,"I had been looking for documentation on how to stop kidney disease. I have been heading towards dyalisis but do not want to do this. My labs have actually been improving since Ive paid attention to phosphorouse and potassium. I wanted to know what else I can do to improve my kidney function. I am very happy with the book and its contents are extremely important to me. I have improved kidney function and who knows... i may be able to use info here in book. Very helpful to me, giving me more info that I thought I would find,. DOCUMENTATION!! I have been looking for helpful into vs. just ""trying.. blindly proceeding in hoping vs. actually working with knowledge thank you!!",Format: Paperback,five_star
R2BDHFDZYA4PSC,0692901159,apify,2019-11-25,4,True,2,San,Great nfo.,Great nfo.,Format: Paperback,four_star
R2SO2CMPFBBF61,0692901159,apify,2019-11-17,5,True,3,Amazon Customer,This book is for sure the real deal for knowing how to deal with kidney disease,Some real a** s*** in this book. The author speaks his mind for sure about true health and well being. This defiantly needs to be read by everyone with a kidney condition. His researching and experimenting on himself provides him with such good usable knowledge I wish I had found this resource sooner. Way more useful then anything I have ever been told by a nephrologist or nutritionist. Having a kidney disease for +10 years now I know from experience that his advice is spot on.,Format: Paperback,five_star
RVCJQQ9ZXHB4M,0692901159,apify,2019-11-10,5,True,1,Helen M. Binder,Very comprehensive book!,The book said how certain fruits can be deadly to kidney patients! Very informative info throughout book!,Format: Paperback,five_star
R3QO9FXU07LZHL,0692901159,apify,2019-11-03,5,True,5,DrJ,Very detailed book,"Suggestions seem to work & are consistent with other writers, eg esseltyne & Caldwell. BUN & creatinine saw improvement in weeks on veggie/fruit diet. But what to do with the frail muscle wasting patient that needs protein? The answer appears to be amino acids & plant protein. But I am Still implementing & evaluating Hull’s strategy, as he appears to be committed to this research & is the real McCoy when it comes to kidney disease from his own battle with this condition. I am planning on reading esseltyne & Greger & Caldwell, again; forks Over Knives, China Study & how to reverse heart disease.",Format: Kindle,five_star
R3762EY59M0NQR,0692901159,apify,2019-11-01,5,True,1,Patty A. Haag,Helps understand kidney disease better,Good book,Format: Paperback,five_star
R3GM6KYO5R5C7B,0692901159,apify,2019-10-02,5,True,7,Aiden Jael Temple Paige,If you are encountering kidney disease buy this book.,"I was recently and unexpectedly diagnosed with stage 3 CKD. This book has done much to explain my disease, how to treat it and it has given me a route forward and relieved my anxiety.",Format: Paperback,five_star
RUG8OM0EECYQT,0692901159,apify,2019-09-27,3,True,10,Karen L. Dunleavy,A Good Book but..,"The main thing about the book I did not like was how heavy it was. It gave me neck issues trying to read it. I could not carry it with me anywhere. It has some good advice and I skipped around in it but like others (even though I can usually pick up medical and health advice easily for the most part) It was so overwhelming and too much with the technical aspect to get much out of it. I do know this is a very good book and is thorough on all the aspects of this disease, but it was taking so much time to even read parts of it and if I read the whole thing I would be dead by the time I did finish it or figured out what was being said.",Format: Paperback,three_star
R1UZO43Q5U3PKU,0692901159,apify,2019-09-23,5,True,157,Jerry Ahearn,"Challenging to read, but a real eye-opener!","Hi everyone! -- I have been a type 2 diabetic for 25 years now, following the ADA recommendations regarding post-meal target goals and diet, which focused primarily on low-to-moderate GI food values, and allowed lean white meats, fish, supposedly healthy grains, some dairy and modest fruit intake, with an A1c target of 7.0% -- In retrospect, BIG mistake! Two months ago, my GP down here in Costa Rica -- I'm 73 and have been retired down here for just about 8 years now -- tells me off-handedly in Spanish -- NO details! -- that I have kidney disease and need to see a specialist in mid-November, 2019! I was STUNNED! The next day, after panicking a bit, I saw Lee's book and have read it 3 times since then, even though parts of it are full of somewhat torturous, medical gobbledegook. Thank goodness for my Chemistry Minor, Calculus and Statistics classes 50 years ago! Based on Lee's action plan at the end of the book, I decided to try a strict Vegan diet, with emphasis on the PRAL, alkaline food values along with plant protein to give my kidneys a reduced urea nitrogen load, increase my albumin, and eGFR -- currently 43 = stage 3b kidney disease -- while lowering my relatively high BUN level -- 24 -- and creatinine -- 1.65 -- as well. So far, I can only say VERY positively that I have lost 13 lbs/6 kilos -- BMI now 21, down from 23 -- I'm one of those statistically atypical ""thin"" type 2 diabetics -- no longer suffer painful diabetic neuropathy in my feet or hands, have increased my chronic inability to sleep at any given stretch from 3 1/2 hours max to 6 hours -- this alone has been well worth the effort! -- and I am projecting an A1c in the high 5's or lower 6's, down from 7.2% last July. Since I have been very strict with the diet -- mostly raw food, no meat, no fish, no dairy, no grains, rice, bread, cookies, sweets, apple strudel, fried food, diet colas or liquor, etc -- I have never smoked -- I feel cautiously optomistic that the renal numbers will improve as well in October! I elected to try things at first WITHOUT Albutrux, partially to see how effective the dietary intervention would be by itself, partially due to the cost of Albutrix, plus the lack of independent, critical scientific reviews on the Internet about the product, where and by whom it is produced. In my opinion Lee has done an anazing amount of valuable research -- God bless him for it! -- but I feel he could be a but more transparent about the provenance of his product, especially after his well-taken, cautionary chapter on the foibles and downright fraud in the nutitional supplement industry! I reason that I can always try it as a next step refinement, if needed, in the next cycle or so. Other people seem to be reporting what look like very good anecdotal results on Lee's website.The only speed bump? Dizziness and falling 3 times because my blood pressure went from borderline HIGH to clinically LOW due to Glibencamide and a B 12 vitamin deficiency, probably caused by the diet and Metformin. I quickly resolved it by immediately stopping the Glibencamide -- known to cause dizziness, although my young GP didn't seem to know that! -- and taking a B 12 oral supplement once a day. I will give a renal update around October 25th! -- ¡Pura Vida! -- Jerry Ahearn. ---------------------------------------------- UPDATE: Sept. 25, 2919 -- Hi everyone! -- Today is exactly 2 months since I bought Lee's book and formulated a ""full court press"" Vegan dietary action plan following his recommendations. I would say that I was 95% compliant with my goals during this period. NOT easy at times, but definitely doable. My curiosity finally got the best of me this morning-- I couldn't wait another month for my subsidized, goverment-administrated lab tests -- so I went to a private lab for a creatinine test and my eGFR has now IMPROVED from 42% to 52%, so I am now only stage 3a and hope to KEEP improving during the next cycle! What a relief! -- And, according to the eGFR calculator on the Internet provided by the National Kidney Foundation, my kidney function would have risen to 54% if I had not lost 13 lbs, but I'm not going to complain. The program seems to WORK!! -- Since I intend to have this test done privately each month out-of-pocket, I'll try to give another update next month!☺",Format: Kindle,five_star
R7FX51JQ5BXTI,0692901159,apify,2019-09-21,1,True,83,Donna Caissie,CAUTION!,"This review has been withdrawn due to the threat of legal action. I used to be a fan, and I bought the book, but when I questioned Lee about proof that his supplement works, he cited the generalized studies in his book -- none of which were done with his supplement. When I asked where his supplement was manufactured, he said in an FDA approved facility. When I asked for the name of the facility so I could check it out on the FDA website, my question was ignored. Lee's lack of transparency leaves a bad taste in my mouth, and that is why his book sits on my shelf gathering dust.",Format: Kindle,one_star
R12MCKZHTNXFQT,0692901159,apify,2019-09-17,5,True,6,Linda L. Knudsen,Great resource for stopping kidney disease.,This book helped me face the reality that no doctor really expects you to conquer CKD. It convinced me that diet is most important to my health and that protein needs to be monitored. I appreciate the fact that it was written by a patient and widely researched. Was beginning my own research when I came across this book. A lot of material to get through but the chapter summaries are greatly appreciated and very helpful. My mind tends to wander when I read. Thank you Mr. Hull. Just purchased the new companion recipe book. Great resources for Stoppong Kidney Disease not just treating symptoms.,Format: Paperback,five_star
R2U9SCBMQU3459,0692901159,apify,2019-09-13,5,True,6,Barbara H. Moore,A resource for anyone with chronic kidney disease. A must have,Information that you will never get from any regular doctor. If you have chronic kidney disease I recommend this book. If you follow Leehom’s recommendations you will see an improvement in your condition.,Format: Paperback,five_star
R1OP75ZN36JBIM,0692901159,apify,2019-09-12,5,True,5,Lisa Hill,Reduce the workload on your kidneys.,"Very very informative review of nutrients that can harm and why. Deep discussion of overall health and other conditions that effect kidney function. Plenty of cited studies provided to backup conclusions. Sensible charts for specific foods to avoid, to limit, to substitute, and to include in a kidney-friendly diet. Not a cookbook.",Format: Paperback,five_star
R3ICBUHYGQCRUQ,0692901159,apify,2019-09-06,5,False,2,N. Wassef,Wonderful source of information,Absolutely the best book about kidney disease on the market. Based on large number of studies and personal experiences. I would recommend that everyone with kidney disease will read it.,Format: Kindle,five_star
R1W023Y98YW5VR,0692901159,apify,2019-08-30,5,True,145,Positive Thinker,You Probably Need This Book,"Kidney disease is on the rise, and is a silent killer. Imagine my surprise to learn through blood and urine tests that I, who thought I was in great health for my age, already have advanced kidney disease. I'm only into 100 pages but so far, I cannot help but be tremendously impressed. I'm not a medical doctor. For the past 3 years, my primary care doctor has sent me to have blood and urine drawn, and the report came back with a low ""eGFR"". The doctor only asked me if I was experiencing any problems with my kidneys -- a bit sluggish, and to my knowledge at that point, nothing unexpected given my age and certainly no pain. As it turns out this year my eGFR is what it was last year, only 57, when that of a healthy, young person is 100-120. So looking that up on reputable websites, come to find out that means Stage 3 kidney disease, and not only that, but that kidney disease is progressive and there are only 5 stages. My doctor still only asks if I have kidney pain or ""problems"" and I say no and that's it. The author of this book, although, like myself, not being a medical doctor either, does, like myself, believe in taking control of one's own health, and for laypeople, that means intensive self-study and research. He has done an impressive amount of that. I have books written by physicians who don't discuss a fraction of the confirmed information out there, just directing you to nephrologists. Well thanks but I prefer prevention and intervention to big pharma and surgery. Having had gall-bladder surgery years ago, in my experience, doctors are in a state of denial about the changes to your body when you lose an organ causing lasting problems that need to be managed. They don't say you could have repeat gallstones, that you could have gastrointestinal irritation, that many people, myself included, have to take anti-diarrheals and considerable fiber capsules and drinks to avoid ""accidents"", and this does not go away. So I would draw the line at having any kind of surgery on my kidneys. And I thank this author for this book. It is written in easy to understand language; the studies are summarized, however - if you are not medically trained or have done medical reading, just skip reading the studies, as you may misinterpret what they are saying. One caution also, whenever we read medical studies we need to know who sponsored them (Big Pharma sponsors many studies as the book The Truth About the Drug Companies by Maria Angell, former editor New England Journal of Medicine, details), how large, the study methods, and so forth. But when we see numerous studies that agree with one another and when we see a book author smart enough to even include studies, and that author's conclusions (such as about inflammation in the body being a major factor in disease) completely concur with numerous other books with citations written by physicians and specialists, then these are good indicators of trustworthy information. In only 100 pages, I've already gotten so many questions I had about kidneys and how they function answered. It is not fair to submit a review prior to reading the entire book so there will be an update to this review. Meantime, if only for the first 100 pages, it already has been worth the price. PROMISED UPDATE: I've now completed my first reading of this book; as is usual I will go back over it and make more notes, mark some passages. The book might benefit by editing for brevity and clarity, but that would depend on the reader. Some readers will enjoy Hull's conversational and down-to-earth style; others will want less digression. If I could put this entire book on a word processor, I think I'd eliminate a lot of overlap and repetition, get it down to more manageable size. I might also just summarize and cite the relevant studies, such as is done in the books of Sherry Rogers. That having been said, among all of the verbiage, I found quite important and interesting facts that were new to me even if it did take quite a bit of time to go through 500 pages. The use of statin drugs to lower cholesterol is endorsed in this book. Before deciding on whether to use these drugs, I recommend reading the books The Cholesterol Hoax by Sherry Rogers, MD, The Cholesterol Myth by Steven Sinatra, MD, and some of the other books on statin drugs available on Amazon. There are many reasons to avoid statins ... you just want to get all of the information before deciding, and this book does not explain the pros and cons of this class of drugs. This book lets us know that kidney disease is not curable and is progressive, but we can lower the demands we make on our kidneys and thus help them function better, putting us into remission. A strict low-protein diet is recommended along with a proprietary supplement developed by the author. I checked the current price on the website and it is about $180.00 per month, putting it out of my price range. The diet consists of whole, plant-based foods, essentially a vegan diet (a separate diet book is sold). In addition, regular exercise, stress reduction, and being smart about supplements and vitamins are included ... the chapter on the latter is especially interesting. To summarize Pros: If your blood tests low for eGFR, then you should read this book. A lot of helpful information for people with low kidney function. Conversational style and (except for the studies) can be understood by the average person. Cons: The most important of the studies could be summarized and cited; the rest just cited. Could be edited for brevity and clarity and repetition eliminated.",Format: Paperback,five_star
R3GHI1MKD50ONX,0692901159,apify,2019-08-29,3,True,4,medusa,Detail oriented mayerial,"This book would be great if I was a medical student...too technical...it was very detailed and I think I wanted language a lay person can understand without being given too much information...however, there are those who want details.🤓",Format: Paperback,three_star
R2BXX98XICTYAP,0692901159,apify,2019-08-13,5,True,13,Crazygrandma,This made me an INFORMED CKD patient,"This book has been a life saver for me. Finding complete information like this isn't easy, I know, I tried. Even my nephrologist seemed impressed when he paged through it, liked all the science that was presented, and plans to get a copy for himself to check it out thoroughly. This book gives you information about the medical trials and research going on so that you can make informed decisions about your health. Should this be the only book you read on CKD? NO! READ EVERYTHING YOU CAN GET YOUR HANDS ON! But this book is what helped me when first diagnosed, was in a panic, and didn't know enough even to be able to ask questions. Doctors are much too blase' about CKD, take a ""watch and see"" attitude while our bodies are becoming permanently damaged. NOW is the time to act. Become informed, be your own health advocate, don't trust your life in the hands of others. It's YOUR life. Oh, and I also recommend the cook book that has recently came out.",Format: Paperback,five_star
R67QG3X0DYP5A,0692901159,apify,2019-08-12,2,True,5,Linda say burn,Look for the needle...,"in the haystack. That, is...you know when you read something and keep saying to yourself ""yeah, yeah, get to the point!""? That's this book. ...in this haystack. There is a mountain of research and data. Don't need it! Just TELL ME WHAT TO DO! It does get there eventually, but you have to wade through mountains of uber-dull peer-reviewed, cross-referenced, epidemiological studies to get there. Most chapters could be reduced to one page. No doubt the author is a good guy and well-intentioned, but this stuff is turgid dude!",Format: Paperback,two_star
R2JIUFKYMAYNRA,0692901159,apify,2019-08-08,5,False,2,WMK,Great info for Kidney patients!,It breaks down info for the average person to understand. The author was very helpful when I had a problem.,Format: Paperback,five_star
RMHZSMRL3Q2S2,0692901159,apify,2019-07-29,5,True,7,R. Kelley,Quite Comprehensive,"Lee Hull has certainly researched the topic. I'm still reading the ebook and will for awhile since I research a lot of what he says in addition to reading other books too. I just found out today that my brother has stage 3 CKD just like me and he's been in stage 3 for several years now. Believe me, my brother has a horrible diet and I don't. Today he told me he pretty much eats frozen foods like Stouffer's meatloaf just about everyday. Are you kidding me - with stage 3 CKD? But for some reason it remains at bay in stage 3. Go figure! Bottom line, I give this book four stars only because it's an ebook and it does not allow me to enlarge the graphs and tables like other ebooks do. I have to get a magnifying glass in order to read those sections. I'd recommend the physical book not the ebook. Update: I found out how to enlarge graphs and tables. For some reason it's different in the ebooks than others I've read. Therefore, I'm up-grading to five stars. Lee Hull appears to leave no stone unturned.",,five_star
